Date;Time;SootA;SootLDSA;SootM;SootN;temperature;humidity;CO2;room_press;occupancy
06.02.2023;09:47; 14,36 ; 3,34 ; 1,71 ; 0,26 ; 23,42 ; 21,02 ; 508,67 ; 1 024,38 ;2,0
06.02.2023;09:52; 14,62 ; 3,40 ; 1,63 ; 0,28 ; 23,43 ; 21,39 ; 524,04 ; 1 024,41 ;2,0
06.02.2023;09:57; 14,72 ; 3,42 ; 1,64 ; 0,28 ; 23,46 ; 21,84 ; 543,09 ; 1 024,45 ;2,0
06.02.2023;10:02; 14,38 ; 3,34 ; 1,80 ; 0,25 ; 23,48 ; 21,94 ; 548,67 ; 1 024,45 ;2,0
06.02.2023;10:07; 13,73 ; 3,19 ; 1,69 ; 0,25 ; 23,49 ; 21,91 ; 550,63 ; 1 024,41 ;2,0
06.02.2023;10:12; 13,82 ; 3,21 ; 1,71 ; 0,25 ; 23,51 ; 22,00 ; 560,14 ; 1 024,31 ;2,0
06.02.2023;10:17; 14,00 ; 3,26 ; 1,71 ; 0,25 ; 23,52 ; 21,93 ; 560,77 ; 1 024,43 ;1,0
06.02.2023;10:22; 14,05 ; 3,27 ; 1,68 ; 0,26 ; 23,52 ; 21,67 ; 537,86 ; 1 024,53 ;1,0
06.02.2023;10:27; 15,62 ; 3,63 ; 1,72 ; 0,30 ; 23,51 ; 21,48 ; 528,58 ; 1 024,57 ;1,0
06.02.2023;10:32; 16,32 ; 3,80 ; 1,75 ; 0,31 ; 23,49 ; 21,32 ; 514,49 ; 1 024,50 ;1,0
06.02.2023;10:37; 15,96 ; 3,71 ; 1,72 ; 0,31 ; 23,48 ; 21,17 ; 507,33 ; 1 024,44 ;1,0
06.02.2023;10:42; 16,03 ; 3,73 ; 1,59 ; 0,32 ; 23,46 ; 21,03 ; 502,60 ; 1 024,56 ;1,0
06.02.2023;10:47; 16,27 ; 3,78 ; 1,53 ; 0,34 ; 23,45 ; 20,90 ; 498,46 ; 1 024,52 ;1,0
06.02.2023;10:52; 16,55 ; 3,85 ; 1,50 ; 0,35 ; 23,44 ; 20,82 ; 495,39 ; 1 024,37 ;1,0
06.02.2023;10:57; 16,21 ; 3,77 ; 1,40 ; 0,35 ; 23,42 ; 20,76 ; 494,52 ; 1 024,48 ;1,0
06.02.2023;11:02; 16,27 ; 3,78 ; 1,38 ; 0,36 ; 23,42 ; 20,74 ; 491,17 ; 1 024,50 ;1,0
06.02.2023;11:07; 16,03 ; 3,73 ; 1,33 ; 0,35 ; 23,42 ; 20,74 ; 492,41 ; 1 024,50 ;1,0
06.02.2023;11:12; 15,77 ; 3,67 ; 1,85 ; 0,32 ; 23,43 ; 20,82 ; 503,26 ; 1 024,53 ;4,0
06.02.2023;11:17; 15,52 ; 3,61 ; 1,81 ; 0,30 ; 23,48 ; 21,02 ; 538,44 ; 1 024,48 ;4,0
06.02.2023;11:22; 15,67 ; 3,64 ; 1,21 ; 0,36 ; 23,50 ; 20,93 ; 531,72 ; 1 024,38 ;1,0
06.02.2023;11:27; 15,71 ; 3,65 ; 1,27 ; 0,35 ; 23,50 ; 20,78 ; 523,12 ; 1 024,43 ;2,0
06.02.2023;11:32; 15,83 ; 3,68 ; 1,31 ; 0,35 ; 23,50 ; 20,85 ; 530,91 ; 1 024,41 ;2,0
06.02.2023;11:37; 15,59 ; 3,62 ; 1,31 ; 0,34 ; 23,51 ; 20,90 ; 533,74 ; 1 024,43 ;2,0
06.02.2023;11:42; 15,20 ; 3,53 ; 1,29 ; 0,33 ; 23,53 ; 20,93 ; 536,23 ; 1 024,36 ;2,0
06.02.2023;11:47; 14,59 ; 3,39 ; 1,16 ; 0,33 ; 23,54 ; 20,90 ; 538,28 ; 1 024,38 ;2,0
06.02.2023;11:52; 14,33 ; 3,33 ; 1,10 ; 0,33 ; 23,55 ; 20,88 ; 543,33 ; 1 024,45 ;2,0
06.02.2023;11:57; 13,75 ; 3,20 ; 1,07 ; 0,31 ; 23,55 ; 20,88 ; 540,44 ; 1 024,52 ;1,0
06.02.2023;12:02; 13,19 ; 3,07 ; 1,03 ; 0,30 ; 23,55 ; 20,79 ; 532,89 ; 1 024,61 ;2,0
06.02.2023;12:07; 12,72 ; 2,96 ; 1,01 ; 0,29 ; 23,56 ; 20,97 ; 540,93 ; 1 024,66 ;3,0
06.02.2023;12:12; 12,12 ; 2,82 ; 0,97 ; 0,27 ; 23,57 ; 21,12 ; 549,45 ; 1 024,65 ;2,0
06.02.2023;12:17; 11,81 ; 2,75 ; 0,95 ; 0,27 ; 23,58 ; 21,19 ; 554,36 ; 1 024,68 ;2,0
06.02.2023;12:22; 12,02 ; 2,80 ; 0,94 ; 0,27 ; 23,60 ; 21,28 ; 564,24 ; 1 024,68 ;3,0
06.02.2023;12:27; 12,30 ; 2,86 ; 1,04 ; 0,27 ; 23,61 ; 21,34 ; 571,28 ; 1 024,71 ;3,0
06.02.2023;12:32; 13,27 ; 3,09 ; 1,13 ; 0,29 ; 23,63 ; 21,41 ; 578,16 ; 1 024,72 ;3,0
06.02.2023;12:37; 13,12 ; 3,05 ; 1,14 ; 0,28 ; 23,65 ; 21,32 ; 573,93 ; 1 024,77 ;2,0
06.02.2023;12:42; 12,84 ; 2,99 ; 1,12 ; 0,28 ; 23,65 ; 21,23 ; 566,23 ; 1 024,72 ;2,0
06.02.2023;12:47; 12,37 ; 2,88 ; 1,21 ; 0,25 ; 23,66 ; 21,20 ; 560,46 ; 1 024,60 ;2,0
06.02.2023;12:52; 11,42 ; 2,66 ; 1,03 ; 0,24 ; 23,66 ; 21,02 ; 538,02 ; 1 024,56 ;1,0
06.02.2023;12:57; 11,34 ; 2,64 ; 1,03 ; 0,24 ; 23,66 ; 21,14 ; 544,19 ; 1 024,53 ;2,0
06.02.2023;13:02; 11,30 ; 2,63 ; 1,07 ; 0,23 ; 23,67 ; 21,29 ; 559,20 ; 1 024,55 ;2,0
06.02.2023;13:07; 11,62 ; 2,70 ; 1,06 ; 0,24 ; 23,67 ; 21,32 ; 557,26 ; 1 024,53 ;2,0
06.02.2023;13:12; 12,71 ; 2,96 ; 1,11 ; 0,27 ; 23,67 ; 21,36 ; 561,51 ; 1 024,46 ;2,0
06.02.2023;13:17; 13,92 ; 3,24 ; 1,21 ; 0,30 ; 23,68 ; 21,43 ; 563,09 ; 1 024,42 ;2,0
06.02.2023;13:22; 14,94 ; 3,48 ; 1,29 ; 0,32 ; 23,68 ; 21,46 ; 569,59 ; 1 024,39 ;2,0
06.02.2023;13:27; 15,44 ; 3,59 ; 1,31 ; 0,34 ; 23,67 ; 21,46 ; 565,31 ; 1 024,34 ;2,0
06.02.2023;13:32; 15,44 ; 3,59 ; 1,19 ; 0,36 ; 23,66 ; 21,45 ; 563,82 ; 1 024,32 ;2,0
06.02.2023;13:37; 15,94 ; 3,71 ; 1,21 ; 0,37 ; 23,66 ; 21,46 ; 567,41 ; 1 024,22 ;2,0
06.02.2023;13:42; 16,46 ; 3,83 ; 1,25 ; 0,38 ; 23,66 ; 21,55 ; 577,26 ; 1 024,16 ;3,0
06.02.2023;13:47; 16,92 ; 3,93 ; 1,26 ; 0,40 ; 23,67 ; 21,72 ; 591,98 ; 1 024,08 ;3,0
06.02.2023;13:52; 17,54 ; 4,08 ; 1,36 ; 0,40 ; 23,68 ; 21,76 ; 592,74 ; 1 023,87 ;3,0
06.02.2023;13:57; 18,04 ; 4,20 ; 1,32 ; 0,43 ; 23,70 ; 21,86 ; 583,81 ; 1 023,71 ;2,0
06.02.2023;14:02; 17,90 ; 4,16 ; 1,48 ; 0,40 ; 23,73 ; 21,88 ; 586,39 ; 1 023,74 ;2,0
06.02.2023;14:07; 17,54 ; 4,08 ; 1,49 ; 0,38 ; 23,75 ; 21,82 ; 588,36 ; 1 023,70 ;2,0
06.02.2023;14:12; 16,90 ; 3,93 ; 1,46 ; 0,37 ; 23,76 ; 21,78 ; 582,45 ; 1 023,71 ;2,0
06.02.2023;14:17; 15,78 ; 3,67 ; 1,37 ; 0,34 ; 23,77 ; 21,72 ; 576,94 ; 1 023,73 ;2,0
06.02.2023;14:22; 14,89 ; 3,46 ; 1,30 ; 0,32 ; 23,77 ; 21,71 ; 580,00 ; 1 023,75 ;2,0
06.02.2023;14:27; 13,96 ; 3,25 ; 1,24 ; 0,30 ; 23,78 ; 21,67 ; 574,53 ; 1 023,80 ;2,0
06.02.2023;14:32; 13,28 ; 3,09 ; 1,10 ; 0,29 ; 23,78 ; 21,65 ; 573,51 ; 1 023,76 ;2,0
06.02.2023;14:37; 12,92 ; 3,00 ; 1,08 ; 0,28 ; 23,77 ; 21,67 ; 569,37 ; 1 023,67 ;2,0
06.02.2023;14:42; 12,32 ; 2,86 ; 1,05 ; 0,27 ; 23,76 ; 21,67 ; 569,44 ; 1 023,55 ;2,0
06.02.2023;14:47; 11,98 ; 2,78 ; 1,00 ; 0,26 ; 23,75 ; 21,66 ; 564,08 ; 1 023,54 ;2,0
06.02.2023;14:52; 12,32 ; 2,87 ; 1,06 ; 0,27 ; 23,74 ; 21,70 ; 564,23 ; 1 023,55 ;2,0
06.02.2023;14:57; 13,23 ; 3,08 ; 1,14 ; 0,29 ; 23,74 ; 21,74 ; 566,74 ; 1 023,52 ;2,0
06.02.2023;15:02; 13,82 ; 3,21 ; 1,05 ; 0,32 ; 23,73 ; 21,75 ; 557,85 ; 1 023,45 ;2,0
06.02.2023;15:07; 14,08 ; 3,27 ; 1,05 ; 0,33 ; 23,72 ; 21,76 ; 554,23 ; 1 023,43 ;2,0
06.02.2023;15:12; 13,91 ; 3,23 ; 1,03 ; 0,33 ; 23,72 ; 21,81 ; 558,89 ; 1 023,46 ;2,0
06.02.2023;15:17; 13,46 ; 3,13 ; 1,00 ; 0,31 ; 23,72 ; 21,82 ; 560,45 ; 1 023,40 ;2,0
06.02.2023;15:22; 12,91 ; 3,00 ; 1,02 ; 0,29 ; 23,72 ; 21,83 ; 556,65 ; 1 023,30 ;2,0
06.02.2023;15:27; 12,79 ; 2,97 ; 0,98 ; 0,30 ; 23,72 ; 21,85 ; 557,06 ; 1 023,26 ;2,0
06.02.2023;15:32; 12,90 ; 3,00 ; 1,01 ; 0,29 ; 23,71 ; 21,79 ; 545,60 ; 1 023,23 ;1,0
06.02.2023;15:37; 13,08 ; 3,04 ; 0,92 ; 0,32 ; 23,71 ; 21,72 ; 540,12 ; 1 023,22 ;1,0
06.02.2023;15:42; 13,41 ; 3,12 ; 1,05 ; 0,31 ; 23,69 ; 21,68 ; 529,79 ; 1 023,14 ;2,0
06.02.2023;15:47; 13,61 ; 3,16 ; 1,11 ; 0,30 ; 23,68 ; 21,68 ; 530,46 ; 1 023,13 ;2,0
06.02.2023;15:52; 13,85 ; 3,22 ; 1,11 ; 0,31 ; 23,67 ; 21,74 ; 530,67 ; 1 023,15 ;2,0
06.02.2023;15:57; 18,00 ; 4,19 ; 1,29 ; 0,43 ; 23,67 ; 21,97 ; 541,55 ; 1 023,15 ;2,0
06.02.2023;16:02; 23,16 ; 5,39 ; 1,85 ; 0,52 ; 23,67 ; 22,07 ; 540,97 ; 1 023,24 ;1,0
06.02.2023;16:07; 27,10 ; 6,30 ; 2,51 ; 0,56 ; 23,67 ; 22,02 ; 535,27 ; 1 023,31 ;1,0
06.02.2023;16:12; 27,68 ; 6,44 ; 2,85 ; 0,54 ; 23,67 ; 21,94 ; 527,02 ; 1 023,38 ;1,0
06.02.2023;16:17; 27,38 ; 6,37 ; 3,11 ; 0,51 ; 23,66 ; 21,91 ; 520,44 ; 1 023,42 ;1,0
06.02.2023;16:22; 27,05 ; 6,29 ; 3,30 ; 0,49 ; 23,66 ; 21,88 ; 514,68 ; 1 023,44 ;1,0
06.02.2023;16:27; 27,75 ; 6,45 ; 3,80 ; 0,47 ; 23,65 ; 21,87 ; 507,34 ; 1 023,49 ;1,0
06.02.2023;16:32; 27,09 ; 6,30 ; 3,83 ; 0,45 ; 23,65 ; 22,18 ; 523,99 ; 1 023,52 ;1,0
06.02.2023;16:37; 25,85 ; 6,01 ; 3,83 ; 0,42 ; 23,64 ; 22,16 ; 524,47 ; 1 023,50 ;1,0
06.02.2023;16:42; 25,45 ; 5,92 ; 3,72 ; 0,41 ; 23,63 ; 22,10 ; 516,72 ; 1 023,50 ;1,0
06.02.2023;16:47; 24,05 ; 5,59 ; 3,54 ; 0,39 ; 23,63 ; 22,06 ; 513,84 ; 1 023,51 ;1,0
06.02.2023;16:52; 22,87 ; 5,32 ; 3,37 ; 0,37 ; 23,63 ; 22,14 ; 517,79 ; 1 023,48 ;1,0
06.02.2023;16:57; 21,91 ; 5,10 ; 3,21 ; 0,36 ; 23,63 ; 22,12 ; 518,25 ; 1 023,44 ;1,0
06.02.2023;17:02; 21,50 ; 5,00 ; 3,00 ; 0,36 ; 23,62 ; 22,09 ; 520,12 ; 1 023,45 ;3,0
06.02.2023;17:07; 20,87 ; 4,85 ; 2,82 ; 0,35 ; 23,63 ; 22,24 ; 537,27 ; 1 023,43 ;3,0
06.02.2023;17:12; 20,65 ; 4,80 ; 2,93 ; 0,34 ; 23,65 ; 22,42 ; 561,13 ; 1 023,40 ;2,0
06.02.2023;17:17; 19,63 ; 4,56 ; 2,57 ; 0,34 ; 23,66 ; 22,43 ; 560,59 ; 1 023,36 ;2,0
06.02.2023;17:22; 18,89 ; 4,39 ; 2,39 ; 0,33 ; 23,67 ; 22,42 ; 555,90 ; 1 023,33 ;2,0
06.02.2023;17:27; 18,72 ; 4,35 ; 2,32 ; 0,33 ; 23,68 ; 22,42 ; 555,50 ; 1 023,29 ;2,0
06.02.2023;17:32; 18,13 ; 4,22 ; 2,06 ; 0,34 ; 23,69 ; 22,43 ; 554,12 ; 1 023,27 ;2,0
06.02.2023;17:37; 17,19 ; 4,00 ; 1,95 ; 0,32 ; 23,70 ; 22,42 ; 557,93 ; 1 023,18 ;2,0
06.02.2023;17:42; 16,13 ; 3,75 ; 1,81 ; 0,30 ; 23,71 ; 22,42 ; 559,84 ; 1 023,27 ;2,0
06.02.2023;17:47; 15,14 ; 3,52 ; 1,79 ; 0,28 ; 23,72 ; 22,43 ; 561,93 ; 1 023,39 ;2,0
06.02.2023;17:52; 14,42 ; 3,35 ; 1,73 ; 0,26 ; 23,72 ; 22,44 ; 555,67 ; 1 023,41 ;2,0
06.02.2023;17:57; 13,72 ; 3,19 ; 1,64 ; 0,25 ; 23,72 ; 22,44 ; 557,22 ; 1 023,41 ;2,0
06.02.2023;18:02; 13,32 ; 3,10 ; 1,46 ; 0,25 ; 23,73 ; 22,46 ; 558,65 ; 1 023,37 ;2,0
06.02.2023;18:07; 13,07 ; 3,04 ; 1,59 ; 0,23 ; 23,73 ; 22,43 ; 561,78 ; 1 023,33 ;2,0
06.02.2023;18:12; 13,56 ; 3,15 ; 1,64 ; 0,24 ; 23,72 ; 22,41 ; 560,12 ; 1 023,38 ;2,0
06.02.2023;18:17; 14,47 ; 3,36 ; 1,80 ; 0,26 ; 23,72 ; 22,38 ; 560,71 ; 1 023,33 ;1,0
06.02.2023;18:22; 15,07 ; 3,50 ; 1,91 ; 0,26 ; 23,71 ; 22,25 ; 546,95 ; 1 023,32 ;1,0
06.02.2023;18:27; 15,51 ; 3,61 ; 1,85 ; 0,28 ; 23,70 ; 22,17 ; 536,12 ; 1 023,36 ;1,0
06.02.2023;18:32; 15,86 ; 3,69 ; 1,96 ; 0,28 ; 23,68 ; 22,10 ; 526,79 ; 1 023,25 ;1,0
06.02.2023;18:37; 16,38 ; 3,81 ; 2,09 ; 0,29 ; 23,66 ; 22,08 ; 522,73 ; 1 023,20 ;1,0
06.02.2023;18:42; 16,19 ; 3,77 ; 2,06 ; 0,28 ; 23,64 ; 22,09 ; 520,78 ; 1 023,24 ;1,0
06.02.2023;18:47; 16,43 ; 3,82 ; 2,10 ; 0,29 ; 23,63 ; 22,04 ; 511,78 ; 1 023,31 ;1,0
06.02.2023;18:52; 17,14 ; 3,99 ; 2,26 ; 0,30 ; 23,62 ; 22,00 ; 509,02 ; 1 023,23 ;1,0
06.02.2023;18:57; 17,89 ; 4,16 ; 2,40 ; 0,31 ; 23,61 ; 21,99 ; 507,88 ; 1 023,16 ;1,0
06.02.2023;19:02; 18,68 ; 4,34 ; 2,61 ; 0,31 ; 23,61 ; 21,96 ; 506,00 ; 1 023,13 ;1,0
06.02.2023;19:07; 19,26 ; 4,48 ; 2,84 ; 0,31 ; 23,61 ; 21,91 ; 498,71 ; 1 023,08 ;1,0
06.02.2023;19:12; 19,95 ; 4,64 ; 2,90 ; 0,33 ; 23,62 ; 21,94 ; 509,09 ; 1 023,07 ;1,0
06.02.2023;19:17; 20,34 ; 4,73 ; 2,88 ; 0,34 ; 23,62 ; 21,92 ; 510,79 ; 1 022,93 ;1,0
06.02.2023;19:22; 20,89 ; 4,86 ; 2,91 ; 0,35 ; 23,60 ; 21,74 ; 486,26 ; 1 022,83 ;0,0
06.02.2023;19:27; 21,33 ; 4,96 ; 2,89 ; 0,36 ; 23,58 ; 21,60 ; 476,10 ; 1 022,75 ;0,0
06.02.2023;19:32; 21,65 ; 5,03 ; 2,92 ; 0,37 ; 23,55 ; 21,50 ; 467,03 ; 1 022,69 ;0,0
06.02.2023;19:37; 21,68 ; 5,04 ; 2,93 ; 0,37 ; 23,53 ; 21,42 ; 456,32 ; 1 022,66 ;0,0
06.02.2023;19:42; 21,40 ; 4,98 ; 2,72 ; 0,38 ; 23,52 ; 21,37 ; 450,66 ; 1 022,62 ;0,0
06.02.2023;19:47; 20,78 ; 4,83 ; 2,50 ; 0,38 ; 23,50 ; 21,31 ; 446,86 ; 1 022,56 ;0,0
06.02.2023;19:52; 20,15 ; 4,69 ; 2,48 ; 0,36 ; 23,49 ; 21,26 ; 444,63 ; 1 022,59 ;0,0
06.02.2023;19:57; 20,09 ; 4,67 ; 2,44 ; 0,36 ; 23,48 ; 21,21 ; 442,01 ; 1 022,46 ;0,0
06.02.2023;20:02; 19,63 ; 4,56 ; 2,43 ; 0,35 ; 23,47 ; 21,17 ; 437,33 ; 1 022,48 ;0,0
06.02.2023;20:07; 20,09 ; 4,67 ; 2,39 ; 0,37 ; 23,46 ; 21,12 ; 435,43 ; 1 022,50 ;0,0
06.02.2023;20:12; 20,38 ; 4,74 ; 2,50 ; 0,36 ; 23,45 ; 21,09 ; 435,34 ; 1 022,50 ;0,0
06.02.2023;20:17; 20,96 ; 4,87 ; 2,60 ; 0,37 ; 23,44 ; 21,06 ; 436,11 ; 1 022,42 ;0,0
06.02.2023;20:22; 19,86 ; 4,62 ; 2,53 ; 0,35 ; 23,43 ; 21,01 ; 433,32 ; 1 022,28 ;0,0
06.02.2023;20:27; 18,61 ; 4,33 ; 2,26 ; 0,34 ; 23,42 ; 20,94 ; 434,16 ; 1 022,24 ;0,0
06.02.2023;20:32; 18,31 ; 4,26 ; 2,35 ; 0,32 ; 23,41 ; 20,89 ; 432,90 ; 1 022,16 ;0,0
06.02.2023;20:37; 18,28 ; 4,25 ; 2,35 ; 0,32 ; 23,41 ; 20,86 ; 432,04 ; 1 022,16 ;0,0
06.02.2023;20:42; 17,76 ; 4,13 ; 2,27 ; 0,31 ; 23,41 ; 20,83 ; 432,70 ; 1 022,07 ;0,0
06.02.2023;20:47; 16,75 ; 3,90 ; 2,23 ; 0,29 ; 23,40 ; 20,79 ; 433,32 ; 1 021,85 ;0,0
06.02.2023;20:52; 15,82 ; 3,68 ; 2,09 ; 0,27 ; 23,40 ; 20,72 ; 429,34 ; 1 021,87 ;0,0
06.02.2023;20:57; 16,07 ; 3,74 ; 2,16 ; 0,27 ; 23,40 ; 20,69 ; 431,48 ; 1 021,86 ;0,0
06.02.2023;21:02; 16,48 ; 3,83 ; 2,30 ; 0,28 ; 23,40 ; 20,67 ; 428,70 ; 1 021,80 ;0,0
06.02.2023;21:07; 16,96 ; 3,94 ; 2,47 ; 0,28 ; 23,39 ; 20,67 ; 431,76 ; 1 021,75 ;0,0
06.02.2023;21:12; 17,22 ; 4,01 ; 2,46 ; 0,28 ; 23,38 ; 20,66 ; 431,88 ; 1 021,72 ;0,0
06.02.2023;21:17; 17,04 ; 3,96 ; 2,48 ; 0,28 ; 23,38 ; 20,62 ; 430,72 ; 1 021,71 ;0,0
06.02.2023;21:22; 17,01 ; 3,95 ; 2,50 ; 0,28 ; 23,38 ; 20,59 ; 428,78 ; 1 021,69 ;0,0
06.02.2023;21:27; 17,05 ; 3,97 ; 2,46 ; 0,28 ; 23,37 ; 20,54 ; 432,04 ; 1 021,64 ;0,0
06.02.2023;21:32; 16,32 ; 3,80 ; 2,35 ; 0,27 ; 23,37 ; 20,49 ; 432,00 ; 1 021,53 ;0,0
06.02.2023;21:37; 15,84 ; 3,68 ; 2,24 ; 0,26 ; 23,37 ; 20,45 ; 432,19 ; 1 021,49 ;0,0
06.02.2023;21:42; 15,92 ; 3,70 ; 2,22 ; 0,27 ; 23,37 ; 20,42 ; 429,67 ; 1 021,40 ;0,0
06.02.2023;21:47; 16,16 ; 3,76 ; 2,24 ; 0,27 ; 23,37 ; 20,42 ; 431,49 ; 1 021,28 ;0,0
06.02.2023;21:52; 16,07 ; 3,74 ; 2,24 ; 0,27 ; 23,37 ; 20,44 ; 430,73 ; 1 021,30 ;0,0
06.02.2023;21:57; 16,17 ; 3,76 ; 2,26 ; 0,27 ; 23,37 ; 20,44 ; 430,52 ; 1 021,26 ;0,0
06.02.2023;22:02; 15,83 ; 3,68 ; 2,09 ; 0,27 ; 23,37 ; 20,46 ; 429,19 ; 1 021,22 ;0,0
06.02.2023;22:07; 16,24 ; 3,78 ; 2,01 ; 0,29 ; 23,37 ; 20,48 ; 429,32 ; 1 021,17 ;0,0
06.02.2023;22:12; 16,76 ; 3,90 ; 2,06 ; 0,30 ; 23,36 ; 20,49 ; 429,58 ; 1 021,14 ;0,0
06.02.2023;22:17; 16,63 ; 3,87 ; 2,03 ; 0,30 ; 23,36 ; 20,48 ; 429,25 ; 1 021,17 ;0,0
06.02.2023;22:22; 16,21 ; 3,77 ; 1,83 ; 0,30 ; 23,36 ; 20,44 ; 429,38 ; 1 021,18 ;0,0
06.02.2023;22:27; 16,46 ; 3,83 ; 1,81 ; 0,31 ; 23,35 ; 20,42 ; 429,33 ; 1 021,16 ;0,0
06.02.2023;22:32; 16,55 ; 3,85 ; 1,85 ; 0,31 ; 23,35 ; 20,41 ; 427,93 ; 1 021,20 ;0,0
06.02.2023;22:37; 16,97 ; 3,95 ; 1,84 ; 0,32 ; 23,35 ; 20,41 ; 427,66 ; 1 021,20 ;0,0
06.02.2023;22:42; 17,17 ; 3,99 ; 1,81 ; 0,33 ; 23,34 ; 20,39 ; 430,06 ; 1 021,20 ;0,0
06.02.2023;22:47; 16,73 ; 3,89 ; 1,75 ; 0,33 ; 23,33 ; 20,36 ; 428,77 ; 1 021,21 ;0,0
06.02.2023;22:52; 16,25 ; 3,78 ; 1,77 ; 0,31 ; 23,33 ; 20,34 ; 425,30 ; 1 021,22 ;0,0
06.02.2023;22:57; 16,28 ; 3,79 ; 1,78 ; 0,31 ; 23,33 ; 20,32 ; 428,65 ; 1 021,24 ;0,0
06.02.2023;23:02; 15,81 ; 3,68 ; 1,77 ; 0,30 ; 23,33 ; 20,29 ; 428,74 ; 1 021,27 ;0,0
06.02.2023;23:07; 14,92 ; 3,47 ; 1,62 ; 0,29 ; 23,32 ; 20,24 ; 432,24 ; 1 021,34 ;0,0
06.02.2023;23:12; 13,99 ; 3,25 ; 1,56 ; 0,26 ; 23,32 ; 20,19 ; 429,19 ; 1 021,37 ;0,0
06.02.2023;23:17; 13,50 ; 3,14 ; 1,55 ; 0,25 ; 23,31 ; 20,16 ; 430,36 ; 1 021,34 ;0,0
06.02.2023;23:22; 12,29 ; 2,86 ; 1,40 ; 0,23 ; 23,30 ; 20,13 ; 426,84 ; 1 021,40 ;0,0
06.02.2023;23:27; 11,31 ; 2,63 ; 1,33 ; 0,21 ; 23,29 ; 20,08 ; 427,01 ; 1 021,38 ;0,0
06.02.2023;23:32; 10,38 ; 2,41 ; 1,12 ; 0,20 ; 23,28 ; 20,03 ; 428,35 ; 1 021,38 ;0,0
06.02.2023;23:37; 9,93 ; 2,31 ; 1,12 ; 0,19 ; 23,28 ; 19,98 ; 426,96 ; 1 021,31 ;0,0
06.02.2023;23:42; 9,62 ; 2,24 ; 1,05 ; 0,18 ; 23,27 ; 19,97 ; 426,23 ; 1 021,20 ;0,0
06.02.2023;23:47; 9,27 ; 2,16 ; 1,03 ; 0,18 ; 23,26 ; 19,97 ; 428,19 ; 1 021,15 ;0,0
06.02.2023;23:52; 9,31 ; 2,17 ; 1,03 ; 0,18 ; 23,26 ; 19,97 ; 425,75 ; 1 020,98 ;0,0
06.02.2023;00:00; 9,05 ; 2,10 ; 0,93 ; 0,18 ; 23,25 ; 19,96 ; 427,38 ; 1 020,94 ;0,0
07.02.2023;00:02; 9,07 ; 2,11 ; 0,95 ; 0,18 ; 23,25 ; 19,96 ; 428,25 ; 1 020,92 ;0,0
07.02.2023;00:07; 9,24 ; 2,15 ; 0,98 ; 0,18 ; 23,25 ; 19,96 ; 426,09 ; 1 020,79 ;0,0
07.02.2023;00:12; 9,42 ; 2,19 ; 0,93 ; 0,19 ; 23,25 ; 19,96 ; 427,98 ; 1 020,80 ;0,0
07.02.2023;00:17; 9,37 ; 2,18 ; 1,00 ; 0,18 ; 23,25 ; 19,97 ; 429,07 ; 1 020,77 ;0,0
07.02.2023;00:22; 9,03 ; 2,10 ; 0,94 ; 0,18 ; 23,24 ; 19,97 ; 425,35 ; 1 020,75 ;0,0
07.02.2023;00:27; 8,50 ; 1,98 ; 0,87 ; 0,17 ; 23,24 ; 19,93 ; 424,79 ; 1 020,75 ;0,0
07.02.2023;00:32; 8,19 ; 1,91 ; 0,82 ; 0,16 ; 23,23 ; 19,90 ; 424,52 ; 1 020,60 ;0,0
07.02.2023;00:37; 8,02 ; 1,87 ; 0,72 ; 0,17 ; 23,23 ; 19,87 ; 424,41 ; 1 020,59 ;0,0
07.02.2023;00:42; 7,65 ; 1,78 ; 0,73 ; 0,16 ; 23,23 ; 19,84 ; 424,05 ; 1 020,53 ;0,0
07.02.2023;00:47; 7,46 ; 1,73 ; 0,79 ; 0,14 ; 23,23 ; 19,82 ; 426,64 ; 1 020,43 ;0,0
07.02.2023;00:52; 7,47 ; 1,74 ; 0,72 ; 0,15 ; 23,22 ; 19,82 ; 426,67 ; 1 020,37 ;0,0
07.02.2023;00:57; 7,33 ; 1,70 ; 0,62 ; 0,16 ; 23,22 ; 19,81 ; 425,26 ; 1 020,35 ;0,0
07.02.2023;01:02; 7,15 ; 1,66 ; 0,61 ; 0,16 ; 23,22 ; 19,79 ; 427,68 ; 1 020,39 ;0,0
07.02.2023;01:07; 6,96 ; 1,62 ; 0,57 ; 0,15 ; 23,22 ; 19,78 ; 425,84 ; 1 020,33 ;0,0
07.02.2023;01:12; 7,43 ; 1,73 ; 0,59 ; 0,17 ; 23,22 ; 19,78 ; 427,27 ; 1 020,38 ;0,0
07.02.2023;01:17; 7,90 ; 1,84 ; 0,67 ; 0,17 ; 23,22 ; 19,79 ; 423,05 ; 1 020,32 ;0,0
07.02.2023;01:22; 8,35 ; 1,94 ; 0,74 ; 0,18 ; 23,22 ; 19,84 ; 428,64 ; 1 020,26 ;0,0
07.02.2023;01:27; 9,87 ; 2,29 ; 0,86 ; 0,21 ; 23,22 ; 20,09 ; 425,04 ; 1 020,22 ;0,0
07.02.2023;01:32; 11,01 ; 2,56 ; 0,96 ; 0,24 ; 23,22 ; 20,36 ; 428,70 ; 1 020,23 ;0,0
07.02.2023;01:37; 11,78 ; 2,74 ; 1,02 ; 0,25 ; 23,23 ; 20,59 ; 425,60 ; 1 020,09 ;0,0
