Date;Time;SootA;SootLDSA;SootM;SootN;temperature;humidity;CO2;room_press;occupancy
05.02.2023;17:52; 22,12 ; 5,14 ; 4,62 ; 0,30 ; 23,60 ; 19,69 ; 501,48 ; 1 026,74 ;1,0
05.02.2023;17:57; 22,68 ; 5,27 ; 4,73 ; 0,31 ; 23,60 ; 19,62 ; 499,66 ; 1 026,81 ;1,0
05.02.2023;18:02; 22,57 ; 5,25 ; 4,56 ; 0,31 ; 23,62 ; 19,81 ; 506,52 ; 1 026,86 ;1,0
05.02.2023;18:07; 22,79 ; 5,30 ; 4,62 ; 0,31 ; 23,61 ; 19,48 ; 487,83 ; 1 026,88 ;0,0
05.02.2023;18:12; 23,14 ; 5,38 ; 4,71 ; 0,32 ; 23,61 ; 19,66 ; 500,73 ; 1 026,93 ;1,0
05.02.2023;18:17; 23,15 ; 5,38 ; 4,60 ; 0,32 ; 23,63 ; 19,75 ; 507,71 ; 1 027,02 ;1,0
05.02.2023;18:22; 23,00 ; 5,35 ; 4,57 ; 0,32 ; 23,64 ; 19,69 ; 511,53 ; 1 027,06 ;1,0
05.02.2023;18:27; 22,76 ; 5,29 ; 4,41 ; 0,32 ; 23,65 ; 19,69 ; 514,15 ; 1 027,06 ;1,0
05.02.2023;18:32; 22,70 ; 5,28 ; 4,35 ; 0,32 ; 23,66 ; 19,60 ; 509,56 ; 1 027,10 ;1,0
05.02.2023;18:37; 22,79 ; 5,30 ; 4,46 ; 0,32 ; 23,67 ; 19,54 ; 508,75 ; 1 027,13 ;1,0
05.02.2023;18:42; 22,61 ; 5,26 ; 4,34 ; 0,32 ; 23,67 ; 19,45 ; 508,62 ; 1 027,18 ;1,0
05.02.2023;18:47; 21,59 ; 5,02 ; 4,06 ; 0,31 ; 23,67 ; 19,40 ; 505,33 ; 1 027,28 ;1,0
05.02.2023;18:52; 21,28 ; 4,95 ; 4,09 ; 0,30 ; 23,68 ; 19,39 ; 509,07 ; 1 027,33 ;1,0
05.02.2023;18:57; 21,27 ; 4,95 ; 4,06 ; 0,30 ; 23,68 ; 19,35 ; 502,18 ; 1 027,28 ;1,0
05.02.2023;19:02; 22,19 ; 5,16 ; 4,23 ; 0,31 ; 23,68 ; 19,35 ; 506,66 ; 1 027,27 ;1,0
05.02.2023;19:07; 23,11 ; 5,37 ; 4,31 ; 0,33 ; 23,68 ; 19,38 ; 518,53 ; 1 027,30 ;1,0
05.02.2023;19:12; 23,49 ; 5,46 ; 4,36 ; 0,34 ; 23,68 ; 19,37 ; 505,62 ; 1 027,36 ;1,0
05.02.2023;19:17; 23,78 ; 5,53 ; 4,39 ; 0,34 ; 23,68 ; 19,38 ; 508,73 ; 1 027,43 ;1,0
05.02.2023;19:22; 23,65 ; 5,50 ; 4,17 ; 0,35 ; 23,67 ; 19,43 ; 509,42 ; 1 027,49 ;1,0
05.02.2023;19:27; 23,48 ; 5,46 ; 4,25 ; 0,34 ; 23,67 ; 19,40 ; 506,98 ; 1 027,53 ;1,0
05.02.2023;19:32; 22,63 ; 5,26 ; 4,17 ; 0,33 ; 23,67 ; 19,42 ; 506,34 ; 1 027,59 ;1,0
05.02.2023;19:37; 21,77 ; 5,06 ; 4,00 ; 0,31 ; 23,66 ; 19,42 ; 504,02 ; 1 027,62 ;1,0
05.02.2023;19:42; 21,13 ; 4,91 ; 4,00 ; 0,30 ; 23,66 ; 19,46 ; 508,62 ; 1 027,65 ;1,0
05.02.2023;19:47; 20,23 ; 4,70 ; 3,74 ; 0,29 ; 23,65 ; 19,49 ; 509,10 ; 1 027,60 ;1,0
05.02.2023;19:52; 18,92 ; 4,40 ; 3,36 ; 0,28 ; 23,65 ; 19,46 ; 505,96 ; 1 027,54 ;1,0
05.02.2023;19:57; 17,65 ; 4,10 ; 3,16 ; 0,26 ; 23,65 ; 19,51 ; 501,28 ; 1 027,41 ;1,0
05.02.2023;20:02; 15,91 ; 3,70 ; 2,85 ; 0,23 ; 23,65 ; 19,63 ; 511,02 ; 1 027,35 ;1,0
05.02.2023;20:07; 14,67 ; 3,41 ; 2,62 ; 0,21 ; 23,65 ; 19,66 ; 507,74 ; 1 027,19 ;1,0
05.02.2023;20:12; 13,82 ; 3,21 ; 2,32 ; 0,21 ; 23,65 ; 19,70 ; 509,12 ; 1 027,12 ;1,0
05.02.2023;20:17; 13,74 ; 3,20 ; 2,48 ; 0,20 ; 23,65 ; 19,71 ; 512,97 ; 1 027,14 ;1,0
05.02.2023;20:22; 14,07 ; 3,27 ; 2,46 ; 0,21 ; 23,64 ; 19,70 ; 509,14 ; 1 027,21 ;1,0
05.02.2023;20:27; 14,87 ; 3,46 ; 2,52 ; 0,22 ; 23,64 ; 19,70 ; 509,92 ; 1 027,29 ;1,0
05.02.2023;20:32; 15,75 ; 3,66 ; 2,67 ; 0,24 ; 23,65 ; 19,65 ; 506,09 ; 1 027,30 ;1,0
05.02.2023;20:37; 16,04 ; 3,73 ; 2,75 ; 0,24 ; 23,65 ; 19,68 ; 504,80 ; 1 027,34 ;1,0
05.02.2023;20:42; 15,47 ; 3,60 ; 2,56 ; 0,24 ; 23,64 ; 19,77 ; 502,47 ; 1 027,25 ;1,0
05.02.2023;20:47; 14,58 ; 3,39 ; 2,46 ; 0,22 ; 23,64 ; 19,83 ; 502,58 ; 1 027,18 ;1,0
05.02.2023;20:52; 13,93 ; 3,24 ; 2,47 ; 0,20 ; 23,64 ; 19,88 ; 501,62 ; 1 027,24 ;1,0
05.02.2023;20:57; 13,71 ; 3,19 ; 2,33 ; 0,21 ; 23,64 ; 19,88 ; 500,79 ; 1 027,31 ;1,0
05.02.2023;21:02; 13,32 ; 3,10 ; 2,44 ; 0,19 ; 23,64 ; 19,98 ; 503,53 ; 1 027,29 ;1,0
05.02.2023;21:07; 13,40 ; 3,12 ; 2,36 ; 0,20 ; 23,63 ; 20,03 ; 502,94 ; 1 027,30 ;1,0
05.02.2023;21:12; 13,52 ; 3,15 ; 2,40 ; 0,20 ; 23,63 ; 20,06 ; 500,97 ; 1 027,38 ;1,0
05.02.2023;21:17; 13,37 ; 3,11 ; 2,38 ; 0,20 ; 23,63 ; 20,09 ; 501,07 ; 1 027,36 ;1,0
05.02.2023;21:22; 12,80 ; 2,98 ; 2,18 ; 0,19 ; 23,62 ; 20,14 ; 499,85 ; 1 027,33 ;1,0
05.02.2023;21:27; 12,27 ; 2,85 ; 2,39 ; 0,17 ; 23,62 ; 20,21 ; 503,12 ; 1 027,31 ;1,0
05.02.2023;21:32; 12,21 ; 2,84 ; 2,11 ; 0,18 ; 23,61 ; 20,20 ; 495,31 ; 1 027,25 ;1,0
05.02.2023;21:37; 11,94 ; 2,78 ; 2,17 ; 0,17 ; 23,60 ; 20,36 ; 509,76 ; 1 027,19 ;1,0
05.02.2023;21:42; 11,56 ; 2,69 ; 2,04 ; 0,17 ; 23,59 ; 20,28 ; 492,89 ; 1 027,19 ;0,0
05.02.2023;21:47; 11,41 ; 2,65 ; 2,16 ; 0,16 ; 23,56 ; 20,20 ; 474,92 ; 1 027,20 ;0,0
05.02.2023;21:52; 11,36 ; 2,64 ; 1,96 ; 0,17 ; 23,53 ; 20,16 ; 464,71 ; 1 027,20 ;0,0
05.02.2023;21:57; 11,37 ; 2,64 ; 1,92 ; 0,17 ; 23,51 ; 20,14 ; 454,51 ; 1 027,24 ;0,0
05.02.2023;22:02; 11,10 ; 2,58 ; 1,89 ; 0,17 ; 23,50 ; 20,15 ; 448,62 ; 1 027,28 ;0,0
05.02.2023;22:07; 10,79 ; 2,51 ; 1,80 ; 0,16 ; 23,49 ; 20,17 ; 444,34 ; 1 027,23 ;0,0
05.02.2023;22:12; 10,66 ; 2,48 ; 1,79 ; 0,16 ; 23,48 ; 20,20 ; 441,84 ; 1 027,20 ;0,0
05.02.2023;22:17; 10,24 ; 2,38 ; 1,79 ; 0,15 ; 23,48 ; 20,23 ; 437,89 ; 1 027,18 ;0,0
05.02.2023;22:22; 9,79 ; 2,28 ; 1,77 ; 0,14 ; 23,48 ; 20,25 ; 432,55 ; 1 027,26 ;0,0
05.02.2023;22:27; 9,59 ; 2,23 ; 1,70 ; 0,14 ; 23,49 ; 20,28 ; 436,28 ; 1 027,22 ;0,0
05.02.2023;22:32; 9,70 ; 2,25 ; 1,95 ; 0,13 ; 23,49 ; 20,29 ; 433,09 ; 1 027,19 ;0,0
05.02.2023;22:37; 9,17 ; 2,13 ; 1,76 ; 0,13 ; 23,50 ; 20,33 ; 432,68 ; 1 027,14 ;0,0
05.02.2023;22:42; 8,44 ; 1,96 ; 1,43 ; 0,13 ; 23,50 ; 20,36 ; 431,47 ; 1 027,07 ;0,0
05.02.2023;22:47; 7,93 ; 1,84 ; 1,53 ; 0,11 ; 23,50 ; 20,39 ; 428,87 ; 1 027,02 ;0,0
05.02.2023;22:52; 7,50 ; 1,74 ; 1,45 ; 0,11 ; 23,50 ; 20,41 ; 431,77 ; 1 026,97 ;0,0
05.02.2023;22:57; 7,30 ; 1,70 ; 1,41 ; 0,10 ; 23,50 ; 20,44 ; 431,40 ; 1 026,89 ;0,0
05.02.2023;23:02; 7,22 ; 1,68 ; 1,54 ; 0,10 ; 23,50 ; 20,49 ; 430,37 ; 1 026,86 ;0,0
05.02.2023;23:07; 6,87 ; 1,60 ; 1,41 ; 0,09 ; 23,50 ; 20,56 ; 430,11 ; 1 026,80 ;0,0
05.02.2023;23:12; 6,79 ; 1,58 ; 1,36 ; 0,09 ; 23,50 ; 20,61 ; 431,69 ; 1 026,66 ;0,0
05.02.2023;23:17; 6,64 ; 1,54 ; 1,33 ; 0,09 ; 23,49 ; 20,65 ; 431,10 ; 1 026,49 ;0,0
05.02.2023;23:22; 6,67 ; 1,55 ; 1,35 ; 0,09 ; 23,49 ; 20,68 ; 429,97 ; 1 026,50 ;0,0
05.02.2023;23:27; 6,61 ; 1,54 ; 1,34 ; 0,09 ; 23,49 ; 20,70 ; 428,69 ; 1 026,48 ;0,0
05.02.2023;23:32; 6,68 ; 1,55 ; 1,31 ; 0,09 ; 23,49 ; 20,70 ; 429,52 ; 1 026,54 ;0,0
05.02.2023;23:37; 6,48 ; 1,51 ; 1,35 ; 0,09 ; 23,49 ; 20,71 ; 429,80 ; 1 026,62 ;0,0
05.02.2023;23:42; 6,44 ; 1,50 ; 1,28 ; 0,09 ; 23,49 ; 20,72 ; 429,28 ; 1 026,64 ;0,0
05.02.2023;23:47; 6,33 ; 1,47 ; 1,26 ; 0,09 ; 23,48 ; 20,73 ; 428,18 ; 1 026,64 ;0,0
05.02.2023;23:52; 6,26 ; 1,46 ; 1,17 ; 0,09 ; 23,48 ; 20,74 ; 430,07 ; 1 026,67 ;0,0
05.02.2023;00:00; 6,08 ; 1,41 ; 1,23 ; 0,08 ; 23,48 ; 20,74 ; 426,35 ; 1 026,79 ;0,0
06.02.2023;00:02; 6,14 ; 1,43 ; 1,25 ; 0,08 ; 23,47 ; 20,74 ; 428,98 ; 1 026,82 ;0,0
06.02.2023;00:07; 5,99 ; 1,39 ; 1,13 ; 0,08 ; 23,46 ; 20,76 ; 431,53 ; 1 026,88 ;0,0
06.02.2023;00:12; 5,92 ; 1,38 ; 1,17 ; 0,08 ; 23,45 ; 20,77 ; 429,35 ; 1 026,93 ;0,0
06.02.2023;00:17; 6,24 ; 1,45 ; 1,21 ; 0,09 ; 23,45 ; 20,79 ; 428,68 ; 1 026,89 ;0,0
06.02.2023;00:22; 6,15 ; 1,43 ; 1,15 ; 0,09 ; 23,44 ; 20,82 ; 429,86 ; 1 026,77 ;0,0
06.02.2023;00:27; 6,20 ; 1,44 ; 1,14 ; 0,09 ; 23,43 ; 20,84 ; 428,94 ; 1 026,69 ;0,0
06.02.2023;00:32; 6,11 ; 1,42 ; 1,18 ; 0,09 ; 23,43 ; 20,85 ; 431,12 ; 1 026,65 ;0,0
06.02.2023;00:37; 6,00 ; 1,39 ; 1,18 ; 0,08 ; 23,43 ; 20,87 ; 428,76 ; 1 026,56 ;0,0
06.02.2023;00:42; 5,74 ; 1,33 ; 1,11 ; 0,08 ; 23,42 ; 20,88 ; 429,25 ; 1 026,54 ;0,0
06.02.2023;00:47; 5,62 ; 1,31 ; 1,15 ; 0,08 ; 23,42 ; 20,89 ; 429,32 ; 1 026,63 ;0,0
06.02.2023;00:52; 5,27 ; 1,23 ; 1,00 ; 0,07 ; 23,43 ; 20,90 ; 430,07 ; 1 026,75 ;0,0
06.02.2023;00:57; 5,38 ; 1,25 ; 1,14 ; 0,07 ; 23,43 ; 20,91 ; 428,62 ; 1 026,76 ;0,0
06.02.2023;01:02; 4,74 ; 1,10 ; 0,95 ; 0,06 ; 23,43 ; 20,92 ; 429,11 ; 1 026,75 ;0,0
06.02.2023;01:07; 4,41 ; 1,03 ; 0,85 ; 0,06 ; 23,44 ; 20,93 ; 429,38 ; 1 026,83 ;0,0
06.02.2023;01:12; 4,20 ; 0,98 ; 0,76 ; 0,06 ; 23,45 ; 20,93 ; 429,96 ; 1 026,84 ;0,0
06.02.2023;01:17; 4,03 ; 0,94 ; 0,78 ; 0,06 ; 23,45 ; 20,94 ; 428,69 ; 1 026,82 ;0,0
06.02.2023;01:22; 4,00 ; 0,93 ; 0,95 ; 0,05 ; 23,45 ; 20,94 ; 428,93 ; 1 026,85 ;0,0
06.02.2023;01:27; 3,76 ; 0,87 ; 1,11 ; 0,04 ; 23,45 ; 20,95 ; 430,53 ; 1 026,91 ;0,0
06.02.2023;01:32; 3,67 ; 0,85 ; 0,78 ; 0,05 ; 23,46 ; 20,95 ; 429,99 ; 1 026,88 ;0,0
06.02.2023;01:37; 3,58 ; 0,83 ; 0,62 ; 0,05 ; 23,45 ; 20,99 ; 429,90 ; 1 026,77 ;0,0
06.02.2023;01:42; 3,47 ; 0,81 ; 0,66 ; 0,05 ; 23,45 ; 21,06 ; 426,28 ; 1 026,75 ;0,0
06.02.2023;01:47; 3,18 ; 0,74 ; 0,62 ; 0,04 ; 23,45 ; 21,12 ; 426,37 ; 1 026,71 ;0,0
06.02.2023;01:52; 3,16 ; 0,73 ; 0,63 ; 0,04 ; 23,45 ; 21,16 ; 427,64 ; 1 026,65 ;0,0
06.02.2023;01:57; 3,12 ; 0,73 ; 0,58 ; 0,04 ; 23,44 ; 21,18 ; 425,46 ; 1 026,50 ;0,0
06.02.2023;02:02; 2,96 ; 0,69 ; 0,57 ; 0,04 ; 23,44 ; 21,18 ; 430,07 ; 1 026,48 ;0,0
06.02.2023;02:07; 2,72 ; 0,63 ; 0,57 ; 0,04 ; 23,44 ; 21,19 ; 427,56 ; 1 026,42 ;0,0
06.02.2023;02:12; 2,75 ; 0,64 ; 0,51 ; 0,04 ; 23,44 ; 21,19 ; 424,72 ; 1 026,42 ;0,0
06.02.2023;02:17; 2,79 ; 0,65 ; 0,56 ; 0,04 ; 23,43 ; 21,20 ; 425,94 ; 1 026,49 ;0,0
06.02.2023;02:22; 2,70 ; 0,63 ; 0,53 ; 0,04 ; 23,42 ; 21,22 ; 430,03 ; 1 026,54 ;0,0
06.02.2023;02:27; 2,65 ; 0,62 ; 0,47 ; 0,04 ; 23,41 ; 21,21 ; 429,69 ; 1 026,66 ;0,0
06.02.2023;02:32; 2,72 ; 0,63 ; 0,52 ; 0,04 ; 23,41 ; 21,14 ; 425,78 ; 1 026,73 ;0,0
06.02.2023;02:37; 2,72 ; 0,63 ; 0,49 ; 0,04 ; 23,40 ; 21,07 ; 430,22 ; 1 026,73 ;0,0
06.02.2023;02:42; 2,90 ; 0,68 ; 0,54 ; 0,04 ; 23,40 ; 21,01 ; 428,94 ; 1 026,76 ;0,0
06.02.2023;02:47; 2,98 ; 0,69 ; 0,49 ; 0,05 ; 23,39 ; 20,93 ; 431,46 ; 1 026,82 ;0,0
06.02.2023;02:52; 3,05 ; 0,71 ; 0,91 ; 0,04 ; 23,39 ; 20,87 ; 431,83 ; 1 026,91 ;0,0
06.02.2023;02:57; 3,20 ; 0,74 ; 0,61 ; 0,05 ; 23,39 ; 20,83 ; 428,51 ; 1 026,89 ;0,0
06.02.2023;03:02; 3,34 ; 0,78 ; 0,57 ; 0,05 ; 23,38 ; 20,79 ; 428,57 ; 1 026,74 ;0,0
06.02.2023;03:07; 3,37 ; 0,78 ; 0,53 ; 0,05 ; 23,38 ; 20,73 ; 430,09 ; 1 026,77 ;0,0
06.02.2023;03:12; 3,52 ; 0,82 ; 0,61 ; 0,05 ; 23,38 ; 20,70 ; 425,75 ; 1 026,73 ;0,0
06.02.2023;03:17; 3,61 ; 0,84 ; 0,69 ; 0,05 ; 23,38 ; 20,67 ; 429,36 ; 1 026,65 ;0,0
06.02.2023;03:22; 3,54 ; 0,82 ; 0,70 ; 0,05 ; 23,38 ; 20,66 ; 429,84 ; 1 026,62 ;0,0
06.02.2023;03:27; 3,51 ; 0,82 ; 0,70 ; 0,05 ; 23,38 ; 20,63 ; 427,47 ; 1 026,58 ;0,0
06.02.2023;03:32; 3,47 ; 0,81 ; 0,59 ; 0,05 ; 23,38 ; 20,60 ; 431,20 ; 1 026,58 ;0,0
06.02.2023;03:37; 3,51 ; 0,82 ; 0,61 ; 0,05 ; 23,39 ; 20,56 ; 426,76 ; 1 026,53 ;0,0
06.02.2023;03:42; 3,47 ; 0,81 ; 0,61 ; 0,05 ; 23,39 ; 20,53 ; 428,86 ; 1 026,48 ;0,0
06.02.2023;03:47; 3,55 ; 0,83 ; 0,61 ; 0,05 ; 23,39 ; 20,51 ; 427,80 ; 1 026,41 ;0,0
06.02.2023;03:52; 3,39 ; 0,79 ; 0,55 ; 0,05 ; 23,38 ; 20,46 ; 433,73 ; 1 026,30 ;0,0
06.02.2023;03:57; 3,29 ; 0,76 ; 0,61 ; 0,05 ; 23,39 ; 20,41 ; 429,16 ; 1 026,27 ;0,0
06.02.2023;04:02; 3,27 ; 0,76 ; 0,54 ; 0,05 ; 23,38 ; 20,36 ; 429,58 ; 1 026,25 ;0,0
06.02.2023;04:07; 3,23 ; 0,75 ; 0,56 ; 0,05 ; 23,39 ; 20,33 ; 431,36 ; 1 026,26 ;0,0
06.02.2023;04:12; 3,29 ; 0,77 ; 0,55 ; 0,05 ; 23,38 ; 20,33 ; 432,18 ; 1 026,29 ;0,0
06.02.2023;04:17; 3,08 ; 0,72 ; 0,46 ; 0,05 ; 23,38 ; 20,32 ; 431,38 ; 1 026,20 ;0,0
06.02.2023;04:22; 3,05 ; 0,71 ; 0,48 ; 0,05 ; 23,38 ; 20,32 ; 430,05 ; 1 026,14 ;0,0
06.02.2023;04:27; 2,89 ; 0,67 ; 0,53 ; 0,04 ; 23,38 ; 20,32 ; 429,37 ; 1 026,21 ;0,0
06.02.2023;04:32; 2,75 ; 0,64 ; 0,70 ; 0,04 ; 23,38 ; 20,32 ; 429,17 ; 1 026,20 ;0,0
06.02.2023;04:37; 2,65 ; 0,62 ; 0,49 ; 0,04 ; 23,38 ; 20,31 ; 428,39 ; 1 026,18 ;0,0
06.02.2023;04:42; 2,37 ; 0,55 ; 0,37 ; 0,04 ; 23,37 ; 20,28 ; 429,99 ; 1 026,14 ;0,0
06.02.2023;04:47; 2,38 ; 0,55 ; 0,46 ; 0,03 ; 23,38 ; 20,25 ; 431,34 ; 1 026,11 ;0,0
06.02.2023;04:52; 2,40 ; 0,56 ; 0,40 ; 0,04 ; 23,37 ; 20,24 ; 429,01 ; 1 026,20 ;0,0
06.02.2023;04:57; 2,38 ; 0,55 ; 0,40 ; 0,04 ; 23,38 ; 20,23 ; 429,18 ; 1 026,26 ;0,0
06.02.2023;05:02; 2,35 ; 0,55 ; 0,42 ; 0,03 ; 23,38 ; 20,24 ; 427,55 ; 1 026,25 ;0,0
06.02.2023;05:07; 2,26 ; 0,52 ; 0,34 ; 0,04 ; 23,37 ; 20,24 ; 428,97 ; 1 026,15 ;0,0
06.02.2023;05:12; 2,18 ; 0,51 ; 0,36 ; 0,03 ; 23,37 ; 20,24 ; 431,10 ; 1 026,10 ;0,0
06.02.2023;05:17; 2,31 ; 0,54 ; 0,38 ; 0,04 ; 23,37 ; 20,23 ; 430,79 ; 1 026,00 ;0,0
06.02.2023;05:22; 2,26 ; 0,53 ; 0,40 ; 0,03 ; 23,37 ; 20,23 ; 429,15 ; 1 025,98 ;0,0
06.02.2023;05:27; 2,35 ; 0,55 ; 0,37 ; 0,04 ; 23,37 ; 20,23 ; 430,91 ; 1 025,96 ;0,0
06.02.2023;05:32; 2,41 ; 0,56 ; 0,34 ; 0,04 ; 23,36 ; 20,23 ; 429,48 ; 1 025,84 ;0,0
06.02.2023;05:37; 2,43 ; 0,57 ; 0,36 ; 0,04 ; 23,36 ; 20,22 ; 431,05 ; 1 025,82 ;0,0
06.02.2023;05:42; 2,48 ; 0,58 ; 0,34 ; 0,04 ; 23,35 ; 20,19 ; 429,06 ; 1 025,85 ;0,0
06.02.2023;05:47; 2,44 ; 0,57 ; 0,38 ; 0,04 ; 23,36 ; 20,17 ; 430,77 ; 1 025,80 ;0,0
06.02.2023;05:52; 2,49 ; 0,58 ; 0,55 ; 0,03 ; 23,36 ; 20,13 ; 427,45 ; 1 025,84 ;0,0
06.02.2023;05:57; 2,18 ; 0,51 ; 0,53 ; 0,03 ; 23,36 ; 20,08 ; 430,14 ; 1 025,85 ;0,0
06.02.2023;06:02; 2,14 ; 0,50 ; 0,41 ; 0,03 ; 23,36 ; 20,01 ; 428,71 ; 1 025,88 ;0,0
06.02.2023;06:07; 1,97 ; 0,46 ; 0,36 ; 0,03 ; 23,36 ; 19,97 ; 430,51 ; 1 025,81 ;0,0
06.02.2023;06:12; 2,04 ; 0,48 ; 0,27 ; 0,04 ; 23,35 ; 19,95 ; 429,57 ; 1 025,73 ;0,0
06.02.2023;06:17; 2,37 ; 0,55 ; 0,24 ; 0,05 ; 23,34 ; 19,92 ; 427,90 ; 1 025,69 ;0,0
06.02.2023;06:22; 2,72 ; 0,63 ; 0,32 ; 0,05 ; 23,34 ; 19,86 ; 430,92 ; 1 025,63 ;0,0
06.02.2023;06:27; 2,92 ; 0,68 ; 0,32 ; 0,06 ; 23,33 ; 19,81 ; 431,05 ; 1 025,62 ;0,0
06.02.2023;06:32; 3,36 ; 0,78 ; 0,49 ; 0,05 ; 23,33 ; 19,78 ; 430,11 ; 1 025,61 ;0,0
06.02.2023;06:37; 3,00 ; 0,70 ; 0,38 ; 0,05 ; 23,32 ; 19,74 ; 429,74 ; 1 025,65 ;0,0
06.02.2023;06:42; 3,00 ; 0,70 ; 0,33 ; 0,06 ; 23,31 ; 19,70 ; 432,58 ; 1 025,56 ;0,0
06.02.2023;06:47; 2,89 ; 0,67 ; 0,43 ; 0,05 ; 23,31 ; 19,65 ; 430,81 ; 1 025,55 ;0,0
06.02.2023;06:52; 3,03 ; 0,70 ; 0,33 ; 0,06 ; 23,31 ; 19,61 ; 430,15 ; 1 025,54 ;0,0
06.02.2023;06:57; 3,21 ; 0,75 ; 0,37 ; 0,06 ; 23,30 ; 19,56 ; 430,14 ; 1 025,49 ;0,0
06.02.2023;07:02; 3,29 ; 0,76 ; 0,38 ; 0,06 ; 23,30 ; 19,52 ; 432,68 ; 1 025,61 ;0,0
06.02.2023;07:07; 3,62 ; 0,84 ; 0,40 ; 0,07 ; 23,31 ; 19,51 ; 428,02 ; 1 025,62 ;0,0
06.02.2023;07:12; 3,66 ; 0,85 ; 0,41 ; 0,07 ; 23,30 ; 19,50 ; 427,32 ; 1 025,53 ;0,0
06.02.2023;07:17; 4,07 ; 0,95 ; 0,44 ; 0,08 ; 23,30 ; 19,51 ; 430,67 ; 1 025,32 ;0,0
06.02.2023;07:22; 4,79 ; 1,11 ; 0,48 ; 0,10 ; 23,30 ; 19,55 ; 432,43 ; 1 025,19 ;0,0
06.02.2023;07:27; 6,04 ; 1,41 ; 0,47 ; 0,14 ; 23,30 ; 19,58 ; 429,26 ; 1 025,29 ;0,0
06.02.2023;07:32; 7,12 ; 1,66 ; 0,60 ; 0,16 ; 23,30 ; 19,61 ; 431,84 ; 1 025,31 ;0,0
06.02.2023;07:37; 8,55 ; 1,99 ; 0,81 ; 0,18 ; 23,30 ; 19,68 ; 434,48 ; 1 025,23 ;0,0
06.02.2023;07:42; 9,44 ; 2,20 ; 0,93 ; 0,19 ; 23,30 ; 19,73 ; 432,53 ; 1 025,21 ;0,0
06.02.2023;07:47; 10,25 ; 2,38 ; 1,01 ; 0,21 ; 23,29 ; 19,77 ; 433,87 ; 1 025,12 ;0,0
06.02.2023;07:52; 10,91 ; 2,54 ; 1,05 ; 0,22 ; 23,29 ; 19,80 ; 435,68 ; 1 025,10 ;0,0
06.02.2023;07:57; 10,56 ; 2,46 ; 1,06 ; 0,21 ; 23,29 ; 19,82 ; 435,81 ; 1 025,04 ;0,0
06.02.2023;08:02; 10,23 ; 2,38 ; 1,06 ; 0,20 ; 23,28 ; 19,79 ; 436,28 ; 1 025,01 ;0,0
06.02.2023;08:07; 10,13 ; 2,36 ; 1,01 ; 0,20 ; 23,28 ; 19,79 ; 436,15 ; 1 024,92 ;0,0
06.02.2023;08:12; 11,35 ; 2,64 ; 1,05 ; 0,24 ; 23,28 ; 19,83 ; 437,66 ; 1 024,82 ;0,0
06.02.2023;08:17; 11,44 ; 2,66 ; 1,02 ; 0,24 ; 23,28 ; 19,84 ; 440,86 ; 1 024,75 ;0,0
06.02.2023;08:22; 11,21 ; 2,61 ; 0,99 ; 0,24 ; 23,28 ; 19,82 ; 437,97 ; 1 024,72 ;0,0
06.02.2023;08:27; 11,48 ; 2,67 ; 1,04 ; 0,24 ; 23,28 ; 19,82 ; 439,74 ; 1 024,64 ;0,0
06.02.2023;08:32; 13,10 ; 3,05 ; 1,20 ; 0,27 ; 23,28 ; 19,87 ; 441,05 ; 1 024,57 ;0,0
06.02.2023;08:37; 14,15 ; 3,29 ; 1,32 ; 0,29 ; 23,28 ; 19,92 ; 442,07 ; 1 024,59 ;0,0
06.02.2023;08:42; 14,33 ; 3,33 ; 1,39 ; 0,29 ; 23,28 ; 19,91 ; 442,77 ; 1 024,57 ;0,0
06.02.2023;08:47; 14,30 ; 3,33 ; 1,45 ; 0,28 ; 23,28 ; 19,92 ; 442,61 ; 1 024,52 ;0,0
06.02.2023;08:52; 14,54 ; 3,38 ; 1,41 ; 0,30 ; 23,28 ; 20,37 ; 459,80 ; 1 024,47 ;1,0
06.02.2023;08:57; 15,47 ; 3,60 ; 1,61 ; 0,30 ; 23,29 ; 21,02 ; 489,37 ; 1 024,41 ;1,0
06.02.2023;09:02; 16,16 ; 3,76 ; 1,61 ; 0,32 ; 23,30 ; 21,12 ; 493,31 ; 1 024,48 ;1,0
06.02.2023;09:07; 16,19 ; 3,76 ; 1,75 ; 0,31 ; 23,32 ; 21,14 ; 497,05 ; 1 024,42 ;1,0
06.02.2023;09:12; 16,04 ; 3,73 ; 1,66 ; 0,31 ; 23,33 ; 21,12 ; 502,34 ; 1 024,38 ;1,0
06.02.2023;09:17; 15,41 ; 3,58 ; 1,46 ; 0,32 ; 23,34 ; 21,09 ; 502,84 ; 1 024,42 ;1,0
06.02.2023;09:22; 15,17 ; 3,53 ; 1,50 ; 0,31 ; 23,36 ; 21,00 ; 507,23 ; 1 024,41 ;1,0
06.02.2023;09:27; 15,24 ; 3,54 ; 1,62 ; 0,30 ; 23,38 ; 20,95 ; 502,43 ; 1 024,46 ;1,0
06.02.2023;09:32; 14,91 ; 3,47 ; 1,55 ; 0,29 ; 23,39 ; 20,93 ; 501,99 ; 1 024,43 ;1,0
06.02.2023;09:37; 14,37 ; 3,34 ; 1,58 ; 0,27 ; 23,40 ; 20,93 ; 501,26 ; 1 024,44 ;1,0
06.02.2023;09:42; 14,18 ; 3,30 ; 1,51 ; 0,27 ; 23,41 ; 20,92 ; 503,44 ; 1 024,40 ;1,0
